1557761722.67,0,8.14620650135,27.1574430631,0.0,1.26307345495,3.01547505397,3.01547505518
1557761722.71,0,7.99674002655,27.1777775395,0.0,1.25702796574,3.00637573736,3.00637574112
1557761722.75,0,7.84789424125,27.1988287256,0.0,1.25272536887,3.00109496052,3.00109495378
1557761722.79,0,7.69945665525,27.2201607956,0.0,1.24968813191,2.99885920911,2.99885921261
1557761722.83,0,7.55126491088,27.241430724,0.0,1.24758664123,2.99903647706,2.99903646588
1557761722.91,0,7.25515281806,27.2827662331,0.0,1.2453400153,3.00467684444,3.00467684031
1557761722.95,0,7.10706627092,27.3024586601,0.0,1.24491792257,3.0093891084,3.00938911263
1557761722.99,0,6.95888104506,27.3213220662,0.0,1.24484183652,3.01497749485,3.01497749261
1557761723.03,0,6.81043042823,27.3366742756,0.0,1.24368616451,3.03854270949,3.03854271392
1557761723.07,0,6.66176255537,27.3495284699,0.0,1.24352117468,3.05534466126,3.05534465946
1557761723.11,0,6.51290850709,27.3606660623,0.0,1.24391780426,3.06690958018,3.06690957617
1557761723.15,0,6.36389815723,27.3706783784,0.0,1.24455287705,3.07450141466,3.07450140989
1557761723.19,0,6.21475304871,27.3800177914,0.0,1.24531031473,3.07905467014,3.07905466598
1557761723.23,0,6.06548852802,27.3890296633,0.0,1.2461359993,3.08129067498,3.0812906787
1557761723.27,0,5.91611532006,27.3979769487,0.0,1.24700778453,3.08176527302,3.08176526907
1557761723.31,0,5.76664069756,27.4070591327,0.0,1.24791906888,3.08090655326,3.08090655397
1557761723.35,0,5.61689099544,27.416221503,0.0,1.25024781749,3.08048426717,3.08048426737
1557761723.39,0,5.46638026739,27.4250086953,0.0,1.25639182477,3.08327635252,3.08327634215
1557761723.47,0,5.16172993149,27.4401307682,0.0,1.27651345657,3.09547356142,3.09547356025
1557761723.51,0,5.0071266111,27.4459886494,0.0,1.2892854785,3.10372101968,3.10372102213
1557761723.55,0,4.85078192603,27.4501904747,0.0,1.30334281447,3.1147237251,3.11472372365
1557761723.59,0,4.69380741794,27.4527063131,0.0,1.30828889612,3.12556697533,3.12556697298
1557761723.63,0,4.53681492265,27.4535321822,0.0,1.30828889612,3.13633213783,3.1363321381
1557761723.67,0,4.37982255313,27.4526827441,0.0,1.30828889612,-3.13618200981,3.14700329777
1557761723.71,0,4.22283623922,27.4510632131,0.0,1.30828889612,-3.13127663613,3.1519086716
1557761723.75,0,4.06585090267,27.4493515646,0.0,1.30828889612,-3.1306898478,3.15249545957
1557761723.79,0,3.90886156813,27.4480575487,0.0,1.30828889612,-3.13335014036,3.14983516832
1557761723.83,0,3.75186767066,27.4475658265,0.0,1.30828889612,-3.13846055409,3.14472475358
1557761723.87,0,3.59487415614,27.4481675177,0.0,1.30828889612,3.13776008635,3.13776008604
1557761723.91,0,3.43789117813,27.4500833076,0.0,1.30828889612,3.12938945251,3.12938945281
1557761723.95,0,3.28093326856,27.453480403,0.0,1.30828889612,3.11995267947,3.11995267947
1557761724.03,0,2.96747286884,27.4647073289,0.0,1.30689324948,3.10190662388,3.10190662502
1557761724.07,0,2.81062950346,27.4715982193,0.0,1.30828889612,3.09768603494,3.09768603869
1557761724.11,0,2.65379645602,27.4787200776,0.0,1.30828889612,3.09621338525,3.09621338051
1557761724.15,0,2.4969586842,27.4857371257,0.0,1.30828889612,3.09688166628,3.09688166151
1557761724.19,0,2.34010511176,27.4923916316,0.0,1.30828889612,3.09919312324,3.09919312591
1557761724.23,0,2.18322883509,27.498487487,0.0,1.30828889612,3.10275446732,3.10275446793
1557761724.27,0,2.02632670561,27.5038770507,0.0,1.30828889612,3.10725630964,3.10725631193
1557761724.31,0,1.86941318991,27.5089242505,0.0,1.30828889612,3.10943825205,3.10943825472
1557761724.35,0,1.71248617476,27.5135326723,0.0,1.30828889612,3.11223443396,3.11223443321
1557761724.39,0,1.55554851585,27.5177631391,0.0,1.30828889612,3.11464282802,3.11464282745
1557761724.43,0,1.39860218974,27.521658823,0.0,1.30828889612,3.11677599038,3.11677598881
1557761724.47,0,1.24164859456,27.5252497277,0.0,1.30828889612,3.1187178771,3.11871787638
1557761724.51,0,1.08468875348,27.5285563756,0.0,1.30828889612,3.1205289292,3.1205289258
1557761724.59,0,0.770753314783,27.5343679796,0.0,1.30828889612,3.12391395804,3.12391395627
1557761724.63,0,0.613778885371,27.5368887226,0.0,1.30828889612,3.1255357307,3.12553572993
1557761724.67,0,0.456800638847,27.5391593508,0.0,1.30828889612,3.12712905792,3.12712905688
1557761724.71,0,0.299812984789,27.5406433009,0.0,1.30828889612,3.13214028056,3.13214028028
1557761724.75,0,0.142818579681,27.5409303532,0.0,1.30828889612,3.13976423162,3.13976423161
###
1557761726.83,0,0.235243956363,27.2241756536,0.0,1.30828889612,0.0758658849791,0.0758658855348
